cycle,time_step,voltage,current,temperature,soc,capacity,internal_resistance
2,14,4.05917735544629,1.4289544179779974,29.90460071038587,68.18012158136342,1.9968,0.050100000000000006
2,15,4.072813954823497,1.354390935651269,30.25492933255629,66.42567903104685,1.9968,0.050100000000000006
2,16,4.0699962230244795,1.5245622418158968,30.60525795472671,64.45080102703714,1.9968,0.050100000000000006
2,17,4.049542800200153,2.1943975700020526,30.95558657689713,61.60823588001657,1.9968,0.050100000000000006
2,18,4.083625759899454,0.9398204422224756,31.30591519906755,60.39081709044118,1.9968,0.050100000000000006
2,19,4.071236532426815,1.705878057112354,31.656243821237968,58.18106732745261,1.9968,0.050100000000000006
2,20,4.094260835720772,1.0161852386431045,32.00657244340839,56.864727580375245,1.9968,0.050100000000000006
2,21,4.06719743499893,1.3584204402631699,32.35690106557881,55.10506531530593,1.9968,0.050100000000000006
2,22,4.058173492836809,1.8266851790902099,32.707229687749226,52.738825170109266,1.9968,0.050100000000000006
2,23,4.070943853835325,1.5192840057286388,33.05755830991965,50.770784454904685,1.9968,0.050100000000000006
2,24,4.080115720807284,1.1766765666212082,33.407886932090065,49.24654844438534,1.9968,0.050100000000000006
2,25,4.0813684211666725,1.2854088872220095,33.75821555426049,47.58146343315632,1.9968,0.050100000000000006
2,26,4.055851895431489,1.7038793246804027,34.108544176430904,45.37430277581886,1.9968,0.050100000000000006
2,27,4.082031969493816,1.280890010484859,34.45887279860133,43.71507139917836,1.9968,0.050100000000000006
2,28,4.0732873197103885,1.5649375768745926,34.80920142077174,41.68789224345119,1.9968,0.050100000000000006
2,29,4.085094608974294,1.5136715519711441,35.159530042942166,39.72712175386953,1.9968,0.050100000000000006
2,30,4.067334783802842,1.3045198957182549,35.50985866511258,38.037280842698564,1.9968,0.050100000000000006
2,31,4.059026239650598,2.1431832267975977,35.860187287283004,35.261057414704055,1.9968,0.050100000000000006
2,32,4.04087070466593,1.6901757066954033,36.21051590945342,33.07164806524477,1.9968,0.050100000000000006
2,33,4.098839427693703,0.8924572240027179,36.56084453162384,31.91558234824049,1.9968,0.050100000000000006
2,34,4.073000149280456,1.5559362944308284,36.91117315379426,29.900063218072447,1.9968,0.050100000000000006
2,35,4.082675954809414,1.3014640605694836,37.26150177596468,28.214180755729387,1.9968,0.050100000000000006
2,36,4.050880317346401,1.7557300004388672,37.6118303981351,25.93985409083919,1.9968,0.050100000000000006
2,37,4.079749749761666,1.2622437784701899,37.96215902030552,24.304776554857597,1.9968,0.050100000000000006
2,38,4.066713864935254,1.4655790675599303,38.312487642475936,22.406303810174037,1.9968,0.050100000000000006
2,39,4.056435779194077,1.651496183694137,38.66281626464636,20.266998901901616,1.9968,0.050100000000000006
2,40,4.065403105968429,1.7597265582510364,39.013144886816775,17.987495200680243,1.9968,0.050100000000000006
2,41,4.091529995424294,1.139911077883267,39.3634735089872,16.510884241486295,1.9968,0.050100000000000006
2,42,4.068017843188678,1.3996496292477154,39.713802131157614,14.697814764684011,1.9968,0.050100000000000006
2,43,4.086053812347676,1.3575164066517131,40.06413075332804,12.939323561080855,1.9968,0.050100000000000006
2,44,4.082811919140944,1.3040012302278865,40.41445937549845,11.250154515603711,1.9968,0.050100000000000006
2,45,4.05151322952356,2.0296362720843293,40.764787997668876,8.621016839266275,1.9968,0.050100000000000006
2,46,4.070128798870088,1.6214945132882868,41.1151166198393,6.520575309177431,1.9968,0.050100000000000006
2,47,4.080580521291029,1.1217348136994865,41.465445242009714,5.0675094066214115,1.9968,0.050100000000000006
2,48,4.050522110100392,1.7753585841164328,41.81577386418013,2.767756388453222,1.9968,0.050100000000000006
2,49,4.045496313976728,2.1366468591037897,42.16610248635055,0.0,1.9968,0.050100000000000006
3,0,4.055584584346169,1.4937295218107556,25.0,98.04068591432276,1.9952,0.05015
3,1,4.043669797815747,1.5351982149926346,25.3310355210381,96.02697764718263,1.9952,0.05015
3,2,4.036052682226945,1.8832994687365274,25.6620710420762,93.55666751220532,1.9952,0.05015
3,3,4.061473887099839,1.322528583349251,25.993106563114303,91.82191644500693,1.9952,0.05015
3,4,4.050456387447683,1.6641292143510114,26.324142084152403,89.63909032926388,1.9952,0.05015
3,5,4.050229960964351,1.4393422042698318,26.655177605190502,87.75111569010903,1.9952,0.05015
3,6,4.063928760788971,1.434695639031834,26.986213126228602,85.86923591658274,1.9952,0.05015
3,7,4.054256573335884,1.829633055596157,27.3172486472667,83.46931962309972,1.9952,0.05015
3,8,4.041954291488912,1.747624904696409,27.648284168304805,81.17697282118266,1.9952,0.05015
3,9,4.047238146691366,1.7440528908001915,27.979319689342905,78.88931140376052,1.9952,0.05015
3,10,4.042720793207479,1.8916436421462988,28.310355210381005,76.40805627756734,1.9952,0.05015
3,11,4.051132074427782,1.5063011524898278,28.641390731419104,74.43225207590206,1.9952,0.05015
3,12,4.047441224308977,1.7045858913884893,28.972426252457208,72.19635923286882,1.9952,0.05015
3,13,4.060254169304772,1.4069199730219633,29.303461773495307,70.35091259724169,1.9952,0.05015
3,14,4.051559960156306,1.5972499057465326,29.634497294533407,68.25581158130804,1.9952,0.05015
3,15,4.049688186358413,1.4609570836896946,29.965532815571507,66.33948486295199,1.9952,0.05015
3,16,4.0542460793932795,1.5290987894978154,30.29656833660961,64.33377716761018,1.9952,0.05015
3,17,4.0514861274087615,1.678547107631074,30.62760385764771,62.13203920673255,1.9952,0.05015
3,18,4.0822818482012035,1.2545337950299582,30.95863937868581,60.48647640592468,1.9952,0.05015
3,19,4.0335730236421705,2.127716182705638,31.28967489972391,57.69556665537969,1.9952,0.05015
3,20,4.092127638023784,1.1981947855500894,31.62071042076201,56.123903321132005,1.9952,0.05015
3,21,4.066054273994516,1.1357434161636804,31.951745941800112,54.63415699121607,1.9952,0.05015
3,22,4.046759710219404,1.8474332620500205,32.28278146283821,52.21089229715332,1.9952,0.05015
3,23,4.045383136770718,1.7374988081888807,32.61381698387631,49.931827821942946,1.9952,0.05015
3,24,4.067968428628633,1.6872359451156465,32.944852504914415,47.71869277650409,1.9952,0.05015
3,25,4.037923840903574,1.688503652779284,33.27588802595251,45.50389488819734,1.9952,0.05015
3,26,4.047247316219679,1.4963259681459256,33.606923546990615,43.541175062857796,1.9952,0.05015
3,27,4.062965547508569,1.2308236885542505,33.93795906802872,41.92671263525166,1.9952,0.05015
3,28,4.033080845122883,1.5227413674581178,34.268994589066814,39.9293439238886,1.9952,0.05015
3,29,4.060390629676898,1.2968514865463665,34.60003011010492,38.22827331671368,1.9952,0.05015
3,30,4.0331982789391985,1.7925359200253252,34.931065631143014,35.877017064557364,1.9952,0.05015
3,31,4.059176698113467,1.4558827855493583,35.26210115218112,33.96734626594858,1.9952,0.05015
3,32,4.07129744702752,1.2523508409622466,35.59313667321922,32.324646830020896,1.9952,0.05015
3,33,4.079057240323833,1.403584247504102,35.92417219425732,30.48357564115149,1.9952,0.05015
3,34,4.058751966596289,1.6238794362826874,36.25520771529542,28.353544864834447,1.9952,0.05015
3,35,4.058172481284317,1.3308826341588076,36.586243236333516,26.607835850307154,1.9952,0.05015
3,36,4.058846441081819,1.2533338813300705,36.91727875737162,24.963846967520894,1.9952,0.05015
3,37,4.056713199562175,1.5731061634475736,37.24831427840972,22.90041512172587,1.9952,0.05015
3,38,4.038572427811468,1.573489971332617,37.57934979944782,20.836479837935954,1.9952,0.05015
3,39,4.0814018296760075,1.347917047388661,37.91038532048592,19.068426908198333,1.9952,0.05015
3,40,4.074341454459247,1.3586885083145033,38.24142084152402,17.286245131968002,1.9952,0.05015
3,41,4.047277334115413,1.5696149812072908,38.57245636256212,15.227392644376152,1.9952,0.05015
3,42,4.060115365570924,1.0655746975508027,38.903491883600225,13.829686109312405,1.9952,0.05015
3,43,4.090174298171155,1.0777608676870334,39.23452740463832,12.415995064034632,1.9952,0.05015
3,44,4.0651238768002225,1.2844667336242692,39.565562925676424,10.731169446661113,1.9952,0.05015
3,45,4.071049757461245,1.4359658544864458,39.89659844671452,8.847623540815874,1.9952,0.05015
3,46,4.03483840103164,1.5932722696794013,40.227633967752624,6.757739961011211,1.9952,0.05015
3,47,4.0272697974304625,1.9426068650848656,40.55866948879073,4.209636748134969,1.9952,0.05015
3,48,4.042609229910113,1.7572978869606057,40.88970500982882,1.9046019661492153,1.9952,0.05015
3,49,4.058336363064953,1.4520184410109718,41.22074053086693,0.0,1.9952,0.05015
4,0,4.026919256074518,1.6868549797042496,25.0,97.75117452049496,1.9936,0.0502
4,1,4.0592361644452515,1.1797138711852218,25.28775242973554,96.17844263543867,1.9936,0.0502
4,2,4.036019916198522,1.457286154493612,25.57550485947108,94.23566612258767,1.9936,0.0502
4,3,4.036879959111242,1.5360886895135697,25.863257289206622,92.18783425481013,1.9936,0.0502
4,4,4.024501876611482,1.6543316502176246,26.151009718942163,89.98236715104446,1.9936,0.0502
4,5,4.05315843564344,1.713484463426667,26.438762148677704,87.69804065798368,1.9936,0.0502
4,6,4.061517849801091,1.1626073724486392,26.726514578413244,86.1481142486125,1.9936,0.0502
4,7,4.060334608709647,1.0397657487793133,27.014267008148785,84.76195376848545,1.9936,0.0502
4,8,4.0271260905478465,1.8833030465695528,27.30201943788433,82.25123415849407,1.9936,0.0502
4,9,4.038100174860975,1.5996942035938775,27.58977186761987,80.11860679707787,1.9936,0.0502
4,10,4.053290615623505,1.275454039033034,27.87752429735541,78.41823920447192,1.9936,0.0502
4,11,4.02700942262736,1.965345592656757,28.16527672709095,75.79814482885799,1.9936,0.0502
4,12,4.050061121486317,1.5347023902878576,28.453029156826492,73.75216110158955,1.9936,0.0502
4,13,4.021162877310188,1.8537891552191479,28.740781586562033,71.28078784422877,1.9936,0.0502
4,14,4.037453093641813,1.5202555444230328,29.028534016297574,69.2540638846761,1.9936,0.0502
4,15,4.010442723658056,2.118224377464596,29.316286446033114,66.43015963169387,1.9936,0.0502
4,16,3.994773459643745,2.0266022527329612,29.604038875768655,63.728401129865084,1.9936,0.0502
4,17,4.0328255938324045,1.425310755456278,29.891791305504196,61.828252520975994,1.9936,0.0502
4,18,4.0432649885313685,1.7914712852863066,30.17954373523974,59.439958138456035,1.9936,0.0502
4,19,4.050958419712556,1.6936127848755442,30.46729616497528,57.18212351196586,1.9936,0.0502
4,20,4.0211261527262945,1.9105894672597046,30.75504859471082,54.635027094939616,1.9936,0.0502
4,21,4.06452542132519,1.2105229618259687,31.042801024446362,53.02122216633964,1.9936,0.0502
4,22,4.037008670936154,1.7058154379995318,31.330553454181903,50.74711961071925,1.9936,0.0502
4,23,4.059077039690893,1.8175273460548764,31.618305883917444,48.32408867167434,1.9936,0.0502
4,24,4.0819104701581725,0.9723781540730657,31.906058313652984,47.027765754231275,1.9936,0.0502
4,25,4.060768801664234,1.1450224462002674,32.193810743388525,45.501282634697304,1.9936,0.0502
4,26,4.065383536569358,0.8882303466719699,32.481563173124066,44.3171411054618,1.9936,0.0502
4,27,4.032220908102454,1.4191779496666326,32.769315602859606,42.425168427572444,1.9936,0.0502
4,28,4.03545655436468,1.7152626767387886,33.05706803259515,40.13847131495491,1.9936,0.0502
4,29,4.014039099720886,1.9507071156288083,33.34482046233069,37.537892179546986,1.9936,0.0502
4,30,4.028889699889197,1.5222284341259325,33.63257289206623,35.50853806821155,1.9936,0.0502
4,31,4.013235425419566,1.9885846636713875,33.92032532180177,32.857462597218046,1.9936,0.0502
4,32,4.054196952302867,1.0859695625355326,34.20807775153731,31.409705646217418,1.9936,0.0502
4,33,4.08675246026571,0.9889852681934537,34.49583018127285,30.091243006140033,1.9936,0.0502
4,34,4.053881050293173,1.4833356903310144,34.78358261100839,28.113738635455803,1.9936,0.0502
4,35,4.038364352304103,1.6152196346817922,35.07133504074393,25.96041359378205,1.9936,0.0502
4,36,4.059519928673493,1.490191575571772,35.35908747047948,23.973769320972593,1.9936,0.0502
4,37,4.076137465481372,0.8797673699880371,35.646839900215014,22.800910182830734,1.9936,0.0502
4,38,4.036957410160075,1.4732639881461636,35.93459232995056,20.83683287064757,1.9936,0.0502
4,39,4.079104655828595,1.108659149848544,36.222344759686095,19.358827366758362,1.9936,0.0502
4,40,4.0395319362297615,1.7009017646490114,36.51009718942164,17.09127545951118,1.9936,0.0502
4,41,4.028334673248812,1.6099794738290545,36.79784961915718,14.944936322010648,1.9936,0.0502
4,42,4.056479307179549,1.2180360641017933,37.085602048892724,13.321115324435397,1.9936,0.0502
4,43,4.043210757619538,1.3458399247989918,37.373354478628265,11.526913006727113,1.9936,0.0502
4,44,4.046351862708299,1.1822359434333145,37.661106908363806,9.95081882888283,1.9936,0.0502
4,45,4.054433827058546,1.4811962708180484,37.948859338099346,7.976166618680693,1.9936,0.0502
4,46,4.048937827436248,1.7865426961503714,38.23661176783489,5.594442769466937,1.9936,0.0502
4,47,4.045087462897917,1.204282186099337,38.52436419757043,3.9889577116529864,1.9936,0.0502
4,48,4.042266856221502,1.6512139546553533,38.81211662730597,1.787646954047574,1.9936,0.0502
4,49,4.045707358419766,1.3409227144882678,39.09986905704151,0.0,1.9936,0.0502
5,0,4.039091302705773,1.3222818227283393,25.0,98.14405763142075,1.992,0.05025
5,1,4.043736105513324,1.2408027690960552,25.2862397802545,96.40247849856675,1.992,0.05025
5,2,4.0382500844211116,1.5145564883834481,25.572479560509006,94.27666121205404,1.992,0.05025
5,3,4.043353754735291,1.2507149650766887,25.858719340763507,92.52116941385904,1.992,0.05025
5,4,4.03385763845893,1.5811370477339517,26.144959121018008,90.30190027850571,1.992,0.05025
5,5,4.056548374024997,1.484928567165259,26.431198901272513,88.21766846442148,1.992,0.05025
5,6,4.047350415379426,1.4283155859400771,26.717438681527014,86.21289809997785,1.992,0.05025
5,7,4.045458313422196,1.2277309013875206,27.003678461781515,84.48966651807686,1.992,0.05025
5,8,4.055743993568554,1.3269686008295003,27.289918242036016,82.62714583169836,1.992,0.05025
5,9,4.019568750079059,1.7266173677477268,27.57615802229052,80.20368188320684,1.992,0.05025
5,10,4.007104454583382,1.6502751562873141,27.862397802545022,77.88737114693151,1.992,0.05025
5,11,4.039692808744761,1.2067334265604348,28.148637582799523,76.1936114238241,1.992,0.05025
5,12,4.014831672823994,1.5297996916287677,28.434877363054028,74.04639892015753,1.992,0.05025
5,13,4.020194730813355,1.7254161370115366,28.72111714330853,71.62462100786452,1.992,0.05025
5,14,4.060387494943398,0.9991784156635884,29.00735692356303,70.22218355200232,1.992,0.05025
5,15,4.043610244761222,1.6630080577139805,29.293596703817535,67.88800103466906,1.992,0.05025
5,16,4.048295353442348,1.301212872316246,29.579836484072036,66.06163084734435,1.992,0.05025
5,17,4.024244246321467,1.6711796005779478,29.866076264326537,63.71597882906414,1.992,0.05025
5,18,4.05483721413531,1.271022253037245,30.152316044581042,61.93198391189018,1.992,0.05025
5,19,4.040134271116036,0.9585353698006444,30.438555824835543,60.58659265412933,1.992,0.05025
5,20,4.061928374370772,1.0117372686350512,30.724795605090044,59.16652770998904,1.992,0.05025
5,21,4.042020797906547,1.5144254839984146,31.01103538534455,57.040894300002854,1.992,0.05025
5,22,4.016335847367348,1.5779167505164446,31.29727516559905,54.82614514363029,1.992,0.05025
5,23,4.060107140094116,1.2287050124686774,31.58351494585355,53.10154630854911,1.992,0.05025
5,24,4.028795209297472,1.6915777376332122,31.869754726108056,50.72726365635243,1.992,0.05025
5,25,4.055931562338293,1.001543981319312,32.15599450636255,49.321505914715566,1.992,0.05025
5,26,4.042360998164269,1.480176060405805,32.44223428661706,47.2439446745591,1.992,0.05025
5,27,4.07600002432806,1.136695140071263,32.72847406687156,45.648490033684254,1.992,0.05025
5,28,4.0466821184143,1.3044491676593521,33.01471384712606,43.817577412559686,1.992,0.05025
5,29,4.036804697431506,1.5142196013949243,33.300953627380565,41.69223297746538,1.992,0.05025
5,30,4.0434141490248505,1.2418759904148142,33.58719340763507,39.94914748123097,1.992,0.05025
5,31,4.032335757673215,1.3846333367310524,33.87343318788957,38.00568911220946,1.992,0.05025
5,32,4.028170520605133,1.8018878427643321,34.15967296814407,35.47657623072561,1.992,0.05025
5,33,4.035172833212569,1.3269324391430555,34.44591274839858,33.61410630055116,1.992,0.05025
5,34,4.023154630321409,1.7507076336195424,34.732152528653074,31.156829480753885,1.992,0.05025
5,35,4.04729078290491,1.1610879436027146,35.01839230890758,29.52713732955084,1.992,0.05025
5,36,4.031840026813988,1.6589412533745849,35.304632089162084,27.198662940657726,1.992,0.05025
5,37,4.016642000635049,1.93247058619737,35.59087186941658,24.486265344843744,1.992,0.05025
5,38,4.082672466820595,0.7585066499618133,35.877111649671086,23.421632522766103,1.992,0.05025
5,39,4.041950058526267,1.2609314233588569,36.163351429925584,21.65180099951644,1.992,0.05025
5,40,4.023638914868417,1.673121638154162,36.44959121018009,19.303423155502927,1.992,0.05025
5,41,4.028310298575373,1.4390863841871022,36.73583099043459,17.28353499962749,1.992,0.05025
